,STATE,CITY
28647,nv,las vegas
28655,ca,
28657,tx,
28665,wa,seattle
28674,ny,
28688,la,los angeles
28694,wi,
28698,ca,los angeles
28701,pa,philadelphia
28702,ny,new york
28707,va,
28709,ca,
28710,tn,memphis
28712,va,
28715,az,phoenix
28717,nj,
28721,ca,
28727,ca,los angeles
28728,pa,philadelphia
28730,ny,new york
28731,ca,los angeles
28733,tn,
28736,ca,los angeles
28749,ca,los angeles
28750,ca,los angeles
28751,tx,
28752,tx,
28753,tx,
28761,ny,new york
28766,ca,los angeles
28772,ca,san diego
28775,ca,los angeles
28781,nv,las vegas
28784,nv,las vegas
28785,nv,las vegas
28786,nv,las vegas
28787,nv,las vegas
28788,ca,san francisco
28790,ca,los angeles
28797,fl,
28800,va,
28802,ca,los angeles
28808,va,
28817,nc,
28818,ca,san francisco
28822,ca,
28823,ca,
28824,ca,
28825,la,los angeles
28826,ca,
28828,ca,
28833,wa,washington
28838,ca,los angeles
28841,tn,
28843,tn,memphis
28850,ny,
28863,dc,washington
28869,tx,houston
28871,nj,
28880,ca,
28885,ca,los angeles
28886,ca,los angeles
28888,wa,seattle
28893,tx,austin
28894,la,los angeles
28902,fl,
28903,oh,
28905,ca,los angeles
28912,il,chicago
28913,wa,washington
28919,wi,
28924,va,
28925,wa,washington
28928,ca,
28932,ny,new york
28944,la,los angeles
28956,ca,
28957,la,los angeles
28958,ca,
28966,tx,
28969,il,chicago
28970,ca,los angeles
28978,tn,memphis
28981,ga,los angeles
28982,ca,los angeles
28983,ca,los angeles
28984,ca,los angeles
29002,ca,los angeles
29015,oh,columbus
29022,fl,
29026,il,chicago
29029,ca,
29034,ca,los angeles
29038,ca,los angeles
29041,ca,los angeles
29043,ca,los angeles
29044,ca,los angeles
29047,md,baltimore
29049,wa,seattle
29055,il,chicago
29057,ca,los angeles
29063,nj,
29065,ca,
29067,ca,
29074,ca,los angeles
29077,wa,washington
29080,ny,new york
29085,tx,
29086,oh,
29092,ca,san diego
29101,ut,
29102,sc,
29106,wi,
29111,az,
29113,nv,
29117,nv,
29122,ny,new york
29134,ca,
29144,ca,los angeles
29149,ca,los angeles
29155,il,
29162,nv,
29165,ca,los angeles
29166,wa,washington
29167,wa,seattle
29174,il,los angeles
29175,fl,jacksonville
29192,az,
29199,ca,
29210,il,chicago
29211,la,los angeles
29214,ca,
29221,ca,los angeles
29222,wa,seattle
29226,oh,
29228,ca,san diego
29230,ca,los angeles
29263,ca,
29267,ca,los angeles
29271,ca,los angeles
29283,oh,
29287,ca,
29288,ca,
29289,ca,
29290,ca,
29293,ca,
29295,tx,
29297,nv,las vegas
29301,ca,los angeles
29303,ca,los angeles
29310,ca,los angeles
29318,nc,
29327,de,
29334,ga,
29337,co,
29340,or,portland
29351,ga,
29357,mi,
29360,fl,
29367,il,chicago
29370,co,
29371,md,
29374,ca,los angeles
29375,az,
29378,az,phoenix
29379,ca,los angeles
29380,nc,
29388,ca,los angeles
29389,nv,las vegas
29390,nv,las vegas
29392,ny,new york
29393,co,
29397,tx,dallas
29400,al,
29403,ca,
29409,ny,new york
29411,ny,new york
29413,tn,memphis
29415,ca,san francisco
29418,ca,san francisco
29420,ca,san francisco
29422,ca,
29428,ny,new york
29431,ca,
29437,ca,los angeles
29441,ca,
29447,ca,
29448,ca,los angeles
29450,fl,
29451,mo,
29452,nc,
29455,md,
29458,nj,
29464,ca,
29467,ny,new york
29489,ca,
29490,fl,
29491,ca,los angeles
29493,fl,
29495,ca,
29505,ma,boston
29512,ny,
29516,ca,
29522,fl,
29526,tn,memphis
29535,ca,
29536,ca,
29545,nv,las vegas
29548,fl,
29550,al,
29555,nc,
29562,ny,new york
29573,ga,
29574,ny,
29575,wa,washington
29576,ma,boston
29581,nv,las vegas
29589,mi,
29590,vt,
29600,ok,
29601,ny,new york
29607,ma,boston
29608,fl,
29609,fl,
29611,ca,
29614,il,chicago
29615,il,
29625,ga,
29628,ny,new york
29631,ca,
29645,ut,
29655,il,chicago
29656,ga,
29659,ca,san diego
29668,ca,
29672,wa,washington
29673,ca,san diego
29677,ca,los angeles
29678,ny,new york
29679,ca,
29680,tn,memphis
29683,ca,
29688,il,chicago
29694,ca,
29695,wa,seattle
29703,mi,
29710,il,chicago
29714,tx,austin
29718,wa,seattle
29722,ca,
29724,ar,
29728,tn,memphis
29729,la,los angeles
29733,fl,
29739,ca,los angeles
29740,ca,san francisco
29741,nj,
29748,wa,washington
29749,ny,new york
29750,ca,
29751,la,los angeles
29755,nm,
29763,la,los angeles
29765,tx,houston
29770,la,los angeles
29771,oh,
29776,md,
29777,tx,houston
29781,tx,austin
29790,ny,new york
29794,tx,austin
29795,ca,san diego
29796,md,
29801,ok,
29804,tx,houston
29805,ca,
29806,ca,
29807,ca,
29808,ca,
29809,ca,
29810,oh,columbus
29812,mt,
29813,la,los angeles
29822,la,los angeles
29825,fl,
29826,tx,
29831,tx,houston
29832,ca,
29835,la,
29838,ak,
29840,ca,
29841,ga,
29843,fl,
29851,ca,
29854,va,
29858,ca,
29859,ca,
29860,ca,
29861,ca,
29863,ca,
29864,nc,
29872,il,chicago
29874,nj,
29878,ca,
29880,tn,memphis
29882,ca,
29900,tn,memphis
29901,nc,charlotte
29903,ca,
29908,fl,
29911,in,
29912,ca,
29915,ca,san francisco
29916,ga,
29920,ca,
29922,tx,austin
29923,ca,los angeles
29926,la,los angeles
29930,oh,
29933,la,los angeles
29935,tx,houston
29937,fl,
29939,oh,
29941,ca,los angeles
29946,ca,los angeles
29949,ca,los angeles
29952,ca,los angeles
29955,ca,san diego
29958,ca,los angeles
29963,nc,
29965,tx,
29970,tn,memphis
29974,ny,new york
29976,tx,austin
29983,ca,
29985,ca,los angeles
29997,ca,los angeles
29998,il,
29999,il,
30003,ca,
30005,fl,
30010,va,
30011,fl,
30013,ca,
30019,ca,
30030,al,
