,STATE,CITY,KEYWORD,STATE,COUNTRY
22675,tn,memphis,,,USA
22676,al,,,,USA
22677,al,,,,USA
22686,ny,new york,,,USA
22690,ca,,,,USA
22692,ca,los angeles,,,USA
22694,al,,,,USA
22698,tx,,,,USA
22708,la,los angeles,,,USA
22716,ny,new york,,,USA
22718,az,,,,USA
22719,ma,,,,USA
22724,al,,,,USA
22726,ca,san francisco,,,USA
22727,ca,san francisco,,,USA
22728,ny,new york,,,USA
22745,al,,,,USA
22754,pa,,,,USA
22756,me,,,,USA
22779,ny,new york,,,USA
22780,fl,,,,USA
22781,il,,,,USA
22785,tx,,,,USA
22791,ny,new york,,,USA
22817,tx,houston,,,USA
22818,ca,,,,USA
22821,ca,,,,USA
22837,ca,san francisco,,,USA
22848,ca,san francisco,,,USA
22850,ca,,,,USA
22857,ca,los angeles,,,USA
22859,ca,,,,USA
22863,ca,,,,USA
22869,ca,,,,USA
22872,tx,,,,USA
22882,ca,los angeles,,,USA
22884,ca,los angeles,,,USA
22889,ca,los angeles,,,USA
22890,ca,,,,USA
22891,ca,,,,USA
22892,ca,,,,USA
22893,ca,,,,USA
22894,ca,,,,USA
22900,ca,los angeles,,,USA
22902,ga,,,,USA
22904,mi,detroit,,,USA
22905,fl,,,,USA
22906,ny,new york,,,USA
22907,md,baltimore,,,USA
22909,dc,washington,,,USA
22910,ga,,,,USA
22913,ca,san francisco,,,USA
22914,ca,los angeles,,,USA
22916,fl,,,,USA
22921,nc,,,,USA
22927,wa,seattle,,,USA
22930,tx,houston,,,USA
22935,wa,seattle,,,USA
22936,ca,,,,USA
22942,ca,san francisco,,,USA
22944,mi,detroit,,,USA
22948,ny,new york,,,USA
22951,ca,san francisco,,,USA
22952,il,chicago,,,USA
22953,ca,los angeles,,,USA
22954,ca,san francisco,,,USA
22956,ca,,,,USA
22957,ca,san francisco,,,USA
22959,ca,san diego,,,USA
22961,pa,,,,USA
22974,pa,,,,USA
22980,ca,los angeles,,,USA
22982,ca,los angeles,,,USA
22983,md,,,,USA
22985,ca,,,,USA
22986,ca,san diego,,,USA
22987,ma,boston,,,USA
23003,il,chicago,,,USA
23006,ok,,,,USA
23011,nv,las vegas,,,USA
23014,co,,,,USA
23016,wa,washington,,,USA
23020,ca,san diego,,,USA
23021,ca,san jose,,,USA
23031,al,,,,USA
23033,ca,los angeles,,,USA
23041,wi,,,,USA
23049,ca,san francisco,,,USA
23056,ca,,,,USA
23057,fl,,,,USA
23062,wa,,,,USA
23064,ca,los angeles,,,USA
23065,co,,,,USA
23072,wa,seattle,,,USA
23074,ca,san francisco,,,USA
23078,tx,houston,,,USA
23079,nv,las vegas,,,USA
23087,ca,san diego,,,USA
23106,ga,,,,USA
23109,co,,,,USA
23129,ca,san francisco,,,USA
23130,ca,,,,USA
23138,il,chicago,,,USA
23146,il,chicago,,,USA
23147,il,chicago,,,USA
23158,ut,,,,USA
23168,dc,washington,,,USA
23169,tx,austin,,,USA
23171,ny,new york,,,USA
23172,co,denver,,,USA
23173,il,chicago,,,USA
23189,ny,new york,,,USA
23190,fl,,,,USA
23203,ca,los angeles,,,USA
23220,ca,los angeles,,,USA
23227,va,,,,USA
23232,nv,las vegas,,,USA
23234,nv,las vegas,,,USA
23235,nv,las vegas,,,USA
23236,nv,las vegas,,,USA
23237,nv,las vegas,,,USA
23238,nv,las vegas,,,USA
23239,nv,las vegas,,,USA
23242,nv,las vegas,,,USA
23248,hi,los angeles,,,USA
23250,il,chicago,,,USA
23252,ca,san francisco,,,USA
23253,ca,,,,USA
23254,ca,,,,USA
23255,ca,,,,USA
23256,ca,,,,USA
23257,ca,,,,USA
23258,il,chicago,,,USA
23259,il,chicago,,,USA
23261,ny,new york,,,USA
23266,il,chicago,,,USA
23272,wa,seattle,,,USA
23274,il,chicago,,,USA
23275,ca,,,,USA
23276,ca,,,,USA
23278,fl,,,,USA
23280,il,chicago,,,USA
23283,co,,,,USA
23288,ny,,,,USA
23290,il,chicago,,,USA
23291,il,chicago,,,USA
23292,il,chicago,,,USA
23297,ny,new york,,,USA
23298,ny,new york,,,USA
23299,ga,,,,USA
23300,ga,,,,USA
23301,az,,,,USA
23314,ok,,,,USA
23318,ca,san francisco,,,USA
23319,il,,,,USA
23320,tx,houston,,,USA
23331,ca,los angeles,,,USA
23342,ca,los angeles,,,USA
23346,al,,,,USA
23351,or,,,,USA
23370,il,chicago,,,USA
23373,co,,,,USA
23381,mi,,,,USA
23383,ca,los angeles,,,USA
23384,ga,,,,USA
23392,il,chicago,,,USA
23404,ca,,,,USA
23420,pa,philadelphia,,,USA
23427,sc,,,,USA
23436,tx,austin,,,USA
23438,pa,,,,USA
23444,ny,new york,,,USA
23469,ca,,,,USA
23470,ca,san francisco,,,USA
23471,nv,las vegas,,,USA
23479,ny,new york,,,USA
23495,tx,,,,USA
23501,fl,,,,USA
23505,fl,,,,USA
23510,ca,san diego,,,USA
23520,nv,las vegas,,,USA
23522,pa,philadelphia,,,USA
23527,ny,new york,,,USA
23528,fl,,,,USA
23529,ca,los angeles,,,USA
23530,ca,san jose,,,USA
23533,az,phoenix,,,USA
23536,ak,,,,USA
23538,va,,,,USA
23541,va,,,,USA
23544,ca,,,,USA
23545,ca,los angeles,,,USA
23546,ny,new york,,,USA
23551,ny,,,,USA
23552,ca,san francisco,,,USA
23554,ny,new york,,,USA
23555,fl,,,,USA
23558,tx,,,,USA
23561,fl,,,,USA
23564,ca,los angeles,,,USA
23575,tx,,,,USA
23582,ok,,,,USA
23595,ca,san jose,,,USA
23596,ca,san francisco,,,USA
23597,ca,,,,USA
23599,ca,,,,USA
23600,dc,washington,,,USA
23616,co,denver,,,USA
23617,il,chicago,,,USA
23619,tx,,,,USA
23624,ut,,,,USA
23628,tx,,,,USA
23634,ct,,,,USA
23641,ca,san francisco,,,USA
23657,ca,los angeles,,,USA
23659,dc,washington,,,USA
23666,ga,,,,USA
23670,co,denver,,,USA
23675,ca,san francisco,,,USA
23681,nc,,,,USA
23682,tx,dallas,,,USA
23684,nc,,,,USA
23690,ca,,,,USA
23693,az,,,,USA
23707,ma,,,,USA
23709,ca,,,,USA
23710,ca,,,,USA
23711,ca,,,,USA
23712,ca,,,,USA
23713,ca,,,,USA
23719,dc,washington,,,USA
23721,tx,,,,USA
23725,ny,new york,,,USA
23727,fl,,,,USA
23732,la,los angeles,,,USA
23734,co,denver,,,USA
23735,ma,,,,USA
23739,ca,,,,USA
23743,il,chicago,,,USA
23756,la,los angeles,,,USA
23762,ny,new york,,,USA
23767,ga,,,,USA
23778,dc,washington,,,USA
23791,wi,milwaukee,,,USA
23793,la,los angeles,,,USA
23797,tx,houston,,,USA
23798,tx,houston,,,USA
23801,tx,houston,,,USA
23802,ga,,,,USA
23804,fl,,,,USA
23808,fl,,,,USA
23809,nj,,,,USA
23811,il,chicago,,,USA
23812,ca,san francisco,,,USA
23814,dc,washington,,,USA
23835,ny,new york,,,USA
23847,wa,,,,USA
23848,ca,san francisco,,,USA
23852,ca,san diego,,,USA
23855,ca,,,,USA
23857,or,portland,,,USA
23858,nj,,,,USA
23864,tx,houston,,,USA
23867,ny,new york,,,USA
23869,dc,washington,,,USA
23881,dc,washington,,,USA
23889,fl,,,,USA
23891,co,denver,,,USA
23893,ca,los angeles,,,USA
23903,nj,,,,USA
23904,ca,san francisco,,,USA
23912,fl,,,,USA
23915,il,chicago,,,USA
23918,tx,dallas,,,USA
23921,in,indianapolis,,,USA
23930,fl,,,,USA
23937,ny,new york,,,USA
23948,va,,,,USA
23955,ca,los angeles,,,USA
23960,nv,las vegas,,,USA
23961,tx,austin,,,USA
23963,tx,,,,USA
23964,wa,seattle,,,USA
23965,tx,,,,USA
23970,tx,houston,,,USA
23986,az,,,,USA
24001,va,,,,USA
24003,ca,los angeles,,,USA
24019,ca,san francisco,,,USA
24020,ny,new york,,,USA
24027,ca,san francisco,,,USA
24028,tx,houston,,,USA
24030,tx,houston,,,USA
24050,ca,,,,USA
24051,mo,,,,USA
24054,fl,,,,USA
24055,ga,,,,USA
24057,az,phoenix,,,USA
24059,mi,detroit,,,USA
24061,ca,san francisco,,,USA
24064,ca,,,,USA
24070,nv,las vegas,,,USA
24072,ny,new york,,,USA
24076,va,,,,USA
24078,ny,new york,,,USA
24086,fl,,,,USA
24094,tn,memphis,,,USA
24103,fl,,,,USA
24109,va,,,,USA
24114,va,,,,USA
24115,fl,,,,USA
24128,fl,,,,USA
24130,na,,,,USA
24132,tn,,,,USA
24138,il,chicago,,,USA
24151,ny,new york,,,USA
24157,ca,,,,USA
24172,ga,,,,USA
24182,oh,,,,USA
24183,co,denver,,,USA
24186,tx,dallas,,,USA
24188,fl,,,,USA
24193,ny,,,,USA
24201,ny,new york,,,USA
24206,va,,,,USA
24207,va,,,,USA
24209,va,,,,USA
24216,fl,,,,USA
24218,ny,new york,,,USA
24219,co,denver,,,USA
24227,wi,,,,USA
24229,ca,,,,USA
24230,ca,,,,USA
24231,ca,,,,USA
24232,ca,,,,USA
24234,ca,,,,USA
24257,ca,los angeles,,,USA
24266,ca,los angeles,,,USA
24275,ca,,,,USA
24276,ca,,,,USA
24286,tx,,,,USA
24295,md,,,,USA
24297,az,,,,USA
24301,ny,new york,,,USA
24305,ny,,,,USA
24310,ca,,,,USA
24323,ny,,,,USA
24331,pa,,,,USA
24333,co,denver,,,USA
24334,ny,new york,,,USA
24337,wa,,,,USA
24338,wa,seattle,,,USA
24341,ny,new york,,,USA
24346,ma,boston,,,USA
24347,tx,dallas,,,USA
24365,tx,austin,,,USA
24368,tx,dallas,,,USA
24380,tx,austin,,,USA
24382,tx,austin,,,USA
24384,tx,,,,USA
24385,ny,new york,,,USA
24388,tx,,,,USA
24403,ny,,,,USA
24411,tn,,,,USA
24418,fl,,,,USA
24420,ny,,,,USA
24426,ma,boston,,,USA
24432,ca,,,,USA
24437,tx,houston,,,USA
24439,dc,washington,,,USA
24441,nc,,,,USA
24443,ga,,,,USA
24444,az,,,,USA
24450,il,chicago,,,USA
24453,il,chicago,,,USA
24457,nj,,,,USA
24459,sc,,,,USA
24477,nd,,,,USA
24480,tx,,,,USA
24490,tx,dallas,,,USA
24500,tx,dallas,,,USA
24502,tx,dallas,,,USA
24503,ny,new york,,,USA
24507,tx,dallas,,,USA
24509,tx,houston,,,USA
24510,pa,philadelphia,,,USA
24511,tx,,,,USA
24514,ma,boston,,,USA
24515,il,chicago,,,USA
24523,fl,,,,USA
24524,ma,boston,,,USA
24525,nv,las vegas,,,USA
24532,ok,,,,USA
24540,ny,new york,,,USA
24541,ny,new york,,,USA
24542,nc,,,,USA
24558,va,,,,USA
24560,va,,,,USA
24567,fl,,,,USA
24569,pa,philadelphia,,,USA
24574,pa,,,,USA
24588,pa,,,,USA
24605,ca,,,,USA
24607,il,chicago,,,USA
24612,ny,new york,,,USA
24613,il,chicago,,,USA
24619,az,phoenix,,,USA
24649,fl,,,,USA
24657,ny,new york,,,USA
24659,nc,,,,USA
24664,il,,,,USA
24674,ny,new york,,,USA
24680,ca,,,,USA
24681,ca,,,,USA
24682,ca,,,,USA
24683,ca,,,,USA
24685,ca,,,,USA
24688,fl,,,,USA
24702,ca,san francisco,,,USA
24710,co,,,,USA
24720,az,,,,USA
24722,ky,,,,USA
24735,ny,new york,,,USA
24738,fl,,,,USA
24742,fl,,,,USA
24743,sc,,,,USA
24745,co,denver,,,USA
24748,co,denver,,,USA
24750,co,denver,,,USA
24752,co,denver,,,USA
24753,co,denver,,,USA
24755,co,denver,,,USA
24756,co,denver,,,USA
24757,co,denver,,,USA
24759,tn,,,,USA
24760,co,denver,,,USA
24762,co,denver,,,USA
24764,co,denver,,,USA
24768,in,,,,USA
24776,ny,new york,,,USA
24784,co,denver,,,USA
24789,co,denver,,,USA
24791,co,denver,,,USA
24795,co,denver,,,USA
24796,co,denver,,,USA
24799,co,denver,,,USA
24816,ma,boston,,,USA
24819,fl,,,,USA
24821,fl,,,,USA
24823,fl,,,,USA
24836,fl,,,,USA
24847,ca,,,,USA
24859,tx,austin,,,USA
24865,ny,new york,,,USA
24875,ny,new york,,,USA
24881,il,,,,USA
24901,nc,,,,USA
24906,ri,,,,USA
25002,nc,charlotte,,,USA
25018,ca,,,,USA
25065,ca,,,,USA
25066,ca,,,,USA
25067,ca,,,,USA
25068,ca,,,,USA
25069,ca,,,,USA
25076,ny,new york,,,USA
25083,ny,new york,,,USA
25084,ny,new york,,,USA
25087,ny,new york,,,USA
25090,ny,new york,,,USA
25091,ny,new york,,,USA
25095,ca,san francisco,,,USA
25096,ny,new york,,,USA
25098,ny,new york,,,USA
25101,ny,new york,,,USA
25134,co,,,,USA
25162,ca,,,,USA
25163,ca,los angeles,,,USA
25205,va,,,,USA
25225,nv,las vegas,,,USA
25226,nv,las vegas,,,USA
25265,ca,los angeles,,,USA
25280,ga,,,,USA
25281,ca,san francisco,,,USA
25298,ca,,,,USA
25299,ca,san francisco,,,USA
25323,fl,,,,USA
25333,tx,,,,USA
25336,tx,,,,USA
25344,tx,,,,USA
25349,tx,,,,USA
25352,fl,,,,USA
25354,ny,new york,,,USA
25355,tx,,,,USA
25365,tx,,,,USA
25366,fl,,,,USA
25367,dc,washington,,,USA
25369,fl,,,,USA
25371,ca,san francisco,,,USA
25379,ca,san francisco,,,USA
25383,ca,,,,USA
25384,ca,,,,USA
25385,ca,,,,USA
25387,ca,,,,USA
25389,ca,,,,USA
25403,ca,,,,USA
25431,ca,san francisco,,,USA
25439,tx,houston,,,USA
25450,tx,houston,,,USA
25456,ny,new york,,,USA
25460,tx,dallas,,,USA
25462,ca,,,,USA
25470,nv,las vegas,,,USA
25486,nc,,,,USA
25496,il,chicago,,,USA
25499,fl,,,,USA
25500,fl,,,,USA
25501,ca,san francisco,,,USA
25502,dc,washington,,,USA
25526,ok,,,,USA
25536,ca,,,,USA
25547,wi,milwaukee,,,USA
25555,ny,new york,,,USA
25560,ny,new york,,,USA
25565,ca,,,,USA
25588,ca,,,,USA
25597,az,,,,USA
25620,ca,,,,USA
25622,nc,,,,USA
25628,fl,jacksonville,,,USA
25635,fl,,,,USA
25637,ca,san francisco,,,USA
25639,fl,,,,USA
25640,dc,washington,,,USA
25644,ma,boston,,,USA
25653,ia,,,,USA
25657,ca,san francisco,,,USA
25665,ny,new york,,,USA
25671,nv,las vegas,,,USA
25676,il,,,,USA
25695,ny,new york,,,USA
25698,tx,,,,USA
25710,ny,new york,,,USA
25718,ga,,,,USA
25722,nm,,,,USA
25737,ca,,,,USA
25738,ga,,,,USA
25747,ny,new york,,,USA
25759,ma,boston,,,USA
25768,nm,,,,USA
25770,ny,new york,,,USA
25777,fl,,,,USA
25790,mi,,,,USA
25812,fl,,,,USA
25813,fl,,,,USA
25815,ca,san francisco,,,USA
25816,dc,washington,,,USA
25840,ca,,,,USA
25841,ca,,,,USA
25842,ca,,,,USA
25843,ca,,,,USA
25845,ca,,,,USA
25846,az,,,,USA
25853,ny,new york,,,USA
25856,ca,,,,USA
25879,ca,san francisco,,,USA
25895,ca,los angeles,,,USA
25897,mi,detroit,,,USA
25910,nv,las vegas,,,USA
25911,nv,las vegas,,,USA
25912,nv,las vegas,,,USA
25913,nv,las vegas,,,USA
25914,nv,las vegas,,,USA
25915,nv,las vegas,,,USA
25916,nv,las vegas,,,USA
25925,va,,,,USA
25927,tx,fort worth,,,USA
25934,ca,los angeles,,,USA
25935,ca,los angeles,,,USA
25939,mo,,,,USA
25944,al,,,,USA
25949,ca,,,,USA
25954,pa,,,,USA
25959,ma,,,,USA
25964,ca,los angeles,,,USA
25969,az,,,,USA
25976,fl,,,,USA
25978,dc,washington,,,USA
25979,fl,,,,USA
25980,ca,san francisco,,,USA
25983,tx,austin,,,USA
25992,oh,,,,USA
25999,ca,san francisco,,,USA
26002,ca,san francisco,,,USA
26005,ga,,,,USA
26018,ca,,,,USA
26020,fl,,,,USA
26021,la,los angeles,,,USA
26026,fl,,,,USA
26069,va,,,,USA
26083,tx,,,,USA
26104,wa,,,,USA
26111,tx,houston,,,USA
26116,ma,boston,,,USA
26124,ri,,,,USA
26125,ri,,,,USA
26129,az,phoenix,,,USA
26134,ny,new york,,,USA
26137,ca,san francisco,,,USA
26138,fl,,,,USA
26139,dc,washington,,,USA
26141,fl,,,,USA
26144,ca,,,,USA
26145,ca,san diego,,,USA
26154,co,,,,USA
26161,tn,,,,USA
26177,ca,san diego,,,USA
26178,ca,,,,USA
26186,tx,dallas,,,USA
26188,ca,,,,USA
26207,ca,san francisco,,,USA
26215,dc,washington,,,USA
26217,co,denver,,,USA
26226,co,denver,,,USA
26229,ma,,,,USA
26246,ca,,,,USA
26250,tx,austin,,,USA
26266,ny,new york,,,USA
26274,il,chicago,,,USA
26298,tn,,,,USA
26302,ma,,,,USA
26311,ca,san francisco,,,USA
26314,dc,washington,,,USA
26315,fl,,,,USA
26316,fl,,,,USA
26319,ca,,,,USA
26335,nj,,,,USA
26336,ca,,,,USA
26337,ca,,,,USA
26338,ca,,,,USA
26339,ca,,,,USA
26341,ca,,,,USA
26348,la,,,,USA
26352,il,chicago,,,USA
26400,ca,,,,USA
26407,az,,,,USA
26423,ca,san francisco,,,USA
26435,ca,los angeles,,,USA
26492,il,chicago,,,USA
26493,ca,,,,USA
26501,fl,,,,USA
26508,ca,,,,USA
26514,ca,,,,USA
26526,nj,,,,USA
26528,ma,boston,,,USA
26573,ca,,,,USA
26582,dc,new york,,,USA
26631,dc,washington,,,USA
26632,fl,,,,USA
26633,ca,san francisco,,,USA
26634,fl,,,,USA
26655,az,,,,USA
26664,fl,,,,USA
26677,ca,san francisco,,,USA
26682,oh,,,,USA
26696,ca,,,,USA
26705,il,chicago,,,USA
26714,tn,,,,USA
26716,ga,,,,USA
26741,ca,los angeles,,,USA
26748,dc,washington,,,USA
26764,il,,,,USA
26767,or,,,,USA
26784,ny,new york,,,USA
26791,ca,,,,USA
26796,ca,los angeles,,,USA
26804,mi,,,,USA
26805,ny,new york,,,USA
26806,nv,las vegas,,,USA
26807,wi,,,,USA
26814,fl,,,,USA
26817,ny,new york,,,USA
26818,ny,new york,,,USA
26837,ny,new york,,,USA
26851,ny,new york,,,USA
26870,il,chicago,,,USA
26873,dc,washington,,,USA
26890,ca,san francisco,,,USA
26891,fl,,,,USA
26892,fl,,,,USA
26894,nv,las vegas,,,USA
26895,az,,,,USA
26898,ca,san diego,,,USA
26900,dc,washington,,,USA
26909,ca,,,,USA
26910,mo,,,,USA
26915,fl,,,,USA
26916,fl,,,,USA
26917,ca,san francisco,,,USA
26923,fl,,,,USA
26924,ny,new york,,,USA
26925,il,chicago,,,USA
26934,il,chicago,,,USA
26936,co,,,,USA
26938,fl,,,,USA
26945,ca,,,,USA
26954,il,chicago,,,USA
26959,ma,boston,,,USA
26962,ca,san francisco,,,USA
26964,ca,,,,USA
26975,fl,,,,USA
26991,ca,,,,USA
26995,mn,,,,USA
26999,fl,,,,USA
27003,ri,,,,USA
27006,ca,san diego,,,USA
27007,ri,,,,USA
27012,ca,los angeles,,,USA
27013,ny,,,,USA
27014,az,,,,USA
27020,ca,san francisco,,,USA
27064,co,denver,,,USA
27080,ga,,,,USA
27086,dc,washington,,,USA
27087,ct,,,,USA
27095,ca,,,,USA
27096,ca,,,,USA
27098,ca,,,,USA
27099,ca,,,,USA
27101,ca,,,,USA
27109,ct,,,,USA
27112,ny,new york,,,USA
27153,oh,columbus,,,USA
27158,fl,,,,USA
27162,ca,los angeles,,,USA
27164,ma,boston,,,USA
27174,dc,washington,,,USA
27179,ca,san francisco,,,USA
27181,ct,,,,USA
27189,il,,,,USA
27203,ny,new york,,,USA
27218,ca,,,,USA
27223,ca,,,,USA
27225,ca,,,,USA
27227,az,phoenix,,,USA
27230,ca,,,,USA
27236,az,,,,USA
27240,ca,,,,USA
27246,ca,los angeles,,,USA
27247,ca,,,,USA
27259,ca,,,,USA
27276,ny,new york,,,USA
27295,ny,new york,,,USA
27301,ca,,,,USA
27317,tx,,,,USA
27321,az,,,,USA
27324,il,chicago,,,USA
27325,ca,,,,USA
27328,ri,,,,USA
27339,az,,,,USA
27340,ca,,,,USA
27342,az,,,,USA
27365,nj,,,,USA
27368,ma,boston,,,USA
27370,il,chicago,,,USA
27381,ct,,,,USA
27382,mi,detroit,,,USA
27384,fl,,,,USA
27386,nv,las vegas,,,USA
27394,ny,new york,,,USA
27397,tx,houston,,,USA
27401,ca,,,,USA
27403,dc,washington,,,USA
27408,ny,new york,,,USA
27415,ca,,,,USA
27417,ca,,,,USA
27418,oh,,,,USA
27421,ca,san francisco,,,USA
27437,ca,san jose,,,USA
27453,hi,,,,USA
27455,ut,,,,USA
27458,or,,,,USA
27471,ca,san jose,,,USA
27474,ny,new york,,,USA
27482,ca,los angeles,,,USA
27497,ma,boston,,,USA
27498,ny,new york,,,USA
27501,ri,,,,USA
27512,ga,,,,USA
27514,ri,,,,USA
27515,ca,san francisco,,,USA
27516,ca,,,,USA
27526,ca,los angeles,,,USA
27527,ca,los angeles,,,USA
27538,ca,,,,USA
27543,tx,,,,USA
27545,mo,,,,USA
27546,fl,,,,USA
27561,dc,washington,,,USA
27562,ny,new york,,,USA
27567,ca,,,,USA
27568,ca,,,,USA
27569,tx,,,,USA
27577,ca,los angeles,,,USA
27578,ca,los angeles,,,USA
27591,ma,boston,,,USA
27592,fl,,,,USA
27602,ca,,,,USA
27603,ca,,,,USA
27604,ca,,,,USA
27605,ca,,,,USA
27606,ca,,,,USA
27608,dc,washington,,,USA
27609,dc,washington,,,USA
27618,pa,philadelphia,,,USA
27621,ca,los angeles,,,USA
27622,ma,boston,,,USA
27623,in,,,,USA
27627,ca,,,,USA
27628,ca,san francisco,,,USA
27633,tx,,,,USA
27634,fl,,,,USA
27646,va,,,,USA
27655,in,indianapolis,,,USA
27664,il,chicago,,,USA
27670,ri,,,,USA
27673,wa,,,,USA
27705,ny,boston,,,USA
27723,ca,,,,USA
27724,ca,,,,USA
27728,va,,,,USA
27729,va,,,,USA
27741,ny,new york,,,USA
27746,va,,,,USA
27750,ma,boston,,,USA
27751,ny,new york,,,USA
27753,il,chicago,,,USA
27756,il,chicago,,,USA
27757,ri,,,,USA
27759,ca,,,,USA
27777,il,chicago,,,USA
27778,nc,,,,USA
27784,ca,los angeles,,,USA
27785,il,chicago,,,USA
27786,ca,,,,USA
27790,ca,los angeles,,,USA
27791,il,chicago,,,USA
27795,ri,,,,USA
27796,fl,,,,USA
27808,ca,los angeles,,,USA
27811,dc,washington,,,USA
27812,il,chicago,,,USA
27814,ca,,,,USA
27816,il,chicago,,,USA
27822,ny,new york,,,USA
27826,ny,new york,,,USA
27827,ny,new york,,,USA
27828,oh,,,,USA
27831,ny,new york,,,USA
27839,fl,,,,USA
27844,nc,,,,USA
27851,dc,washington,,,USA
27854,ca,los angeles,,,USA
27869,fl,,,,USA
27872,ca,,,,USA
27873,ny,new york,,,USA
27891,ca,,,,USA
27893,nc,,,,USA
27895,il,chicago,,,USA
27900,dc,washington,,,USA
27907,fl,,,,USA
27918,dc,washington,,,USA
27920,ny,new york,,,USA
27921,ny,,,,USA
27922,ma,boston,,,USA
27928,ca,los angeles,,,USA
27934,ny,new york,,,USA
27950,ny,,,,USA
27952,ma,boston,,,USA
27954,dc,washington,,,USA
27958,ca,san francisco,,,USA
27969,ca,san francisco,,,USA
27987,dc,washington,,,USA
27990,dc,washington,,,USA
27996,il,chicago,,,USA
28016,ca,,,,USA
28027,fl,,,,USA
28031,fl,,,,USA
28047,ca,los angeles,,,USA
28049,ca,los angeles,,,USA
28050,mo,,,,USA
28055,ca,los angeles,,,USA
28061,tx,austin,,,USA
28063,al,,,,USA
28070,ma,boston,,,USA
28075,ny,,,,USA
28077,fl,,,,USA
28081,ny,new york,,,USA
28085,il,chicago,,,USA
28093,dc,washington,,,USA
28099,tx,houston,,,USA
28110,ny,new york,,,USA
28112,tn,memphis,,,USA
28126,pa,,,,USA
28137,ca,,,,USA
28138,ca,,,,USA
28139,ca,,,,USA
28140,ca,,,,USA
28141,ca,,,,USA
28142,tn,memphis,,,USA
28151,ca,,,,USA
28152,ca,,,,USA
28156,il,chicago,,,USA
28160,oh,,,,USA
28170,fl,,,,USA
28180,ga,,,,USA
28181,ca,,,,USA
28186,tx,,,,USA
28209,ny,new york,,,USA
28211,ny,new york,,,USA
28214,ma,boston,,,USA
28216,tx,austin,,,USA
28225,dc,washington,,,USA
28244,tx,austin,,,USA
28246,tx,dallas,,,USA
28252,ca,san francisco,,,USA
28257,il,chicago,,,USA
28260,il,chicago,,,USA
28262,ga,,,,USA
28279,tx,dallas,,,USA
28295,wa,washington,,,USA
28296,ny,new york,,,USA
28297,ny,new york,,,USA
28307,co,denver,,,USA
28308,ny,new york,,,USA
28310,tx,austin,,,USA
28311,ar,,,,USA
28313,ny,new york,,,USA
28320,il,chicago,,,USA
28321,md,,,,USA
28328,ny,,,,USA
28330,az,,,,USA
28341,ny,,,,USA
28352,ca,los angeles,,,USA
28355,az,,,,USA
28356,ny,new york,,,USA
28357,tx,,,,USA
28360,wa,washington,,,USA
28362,mn,,,,USA
28369,dc,washington,,,USA
28380,ca,los angeles,,,USA
28382,fl,,,,USA
28387,va,,,,USA
28390,fl,,,,USA
28396,ca,san diego,,,USA
28398,ca,,,,USA
28399,mo,,,,USA
28405,ca,,,,USA
28406,ca,,,,USA
28408,dc,washington,,,USA
28409,il,chicago,,,USA
28419,il,,,,USA
28430,ri,,,,USA
28431,tx,,,,USA
28440,il,chicago,,,USA
28441,tx,,,,USA
28458,fl,,,,USA
28463,fl,jacksonville,,,USA
28475,ny,new york,,,USA
28478,ny,new york,,,USA
28484,tx,dallas,,,USA
28489,oh,,,,USA
28496,tx,houston,,,USA
28503,fl,,,,USA
28507,wi,,,,USA
28511,fl,,,,USA
28515,wa,seattle,,,USA
28519,dc,washington,,,USA
28535,ca,los angeles,,,USA
28538,al,,,,USA
28542,dc,washington,,,USA
28547,tx,,,,USA
28548,oh,,,,USA
28565,dc,washington,,,USA
28573,nc,,,,USA
28578,ky,,,,USA
28585,ny,,,,USA
28603,nc,,,,USA
28611,ca,los angeles,,,USA
28612,ca,los angeles,,,USA
28613,fl,,,,USA
28614,ca,los angeles,,,USA
28615,fl,,,,USA
28618,fl,,,,USA
28620,fl,,,,USA
28621,md,,,,USA
28622,fl,,,,USA
28623,fl,,,,USA
28624,fl,,,,USA
28625,fl,,,,USA
28632,ma,,,,USA
28639,fl,,,,USA
28642,fl,,,,USA
28658,ga,,,,USA
28668,ca,los angeles,,,USA
28672,ca,los angeles,,,USA
28675,nj,,,,USA
28679,wi,,,,USA
28682,fl,jacksonville,,,USA
28695,ny,new york,,,USA
28703,fl,,,,USA
28708,tx,,,,USA
28725,ny,new york,,,USA
28747,ny,new york,,,USA
28762,fl,,,,USA
28769,ca,,,,USA
28770,ca,,,,USA
28771,ca,,,,USA
28772,ca,,,,USA
28773,ca,,,,USA
28785,tx,dallas,,,USA
28824,tn,,,,USA
28841,fl,,,,USA
28845,wi,milwaukee,,,USA
28872,fl,,,,USA
28881,nc,,,,USA
28904,sc,,,,USA
28943,ca,los angeles,,,USA
28952,wa,,,,USA
29032,ct,,,,USA
29059,fl,,,,USA
29087,nv,las vegas,,,USA
29115,tx,dallas,,,USA
29141,fl,,,,USA
29183,ca,,,,USA
29184,ca,,,,USA
29185,ca,,,,USA
29186,ca,,,,USA
29187,ca,,,,USA
29202,az,phoenix,,,USA
29204,az,phoenix,,,USA
29205,az,phoenix,,,USA
29207,az,phoenix,,,USA
29209,az,phoenix,,,USA
29211,az,phoenix,,,USA
29213,az,phoenix,,,USA
29214,co,denver,,,USA
29228,az,phoenix,,,USA
29244,az,phoenix,,,USA
29245,or,,,,USA
29247,az,phoenix,,,USA
29248,az,phoenix,,,USA
